,ra,dec,type,u,g,r,i,size
1235,185.148863125,15.127801509,3,20.90807,20.30015,19.58332,19.44046,0.9159819
1236,185.116322778,15.0601909107,6,22.8956,22.46172,22.13082,21.92948,0.6759041
1237,185.11686683,15.0577917444,6,23.36796,21.6687,21.26161,21.21792,0.5553719
1238,185.116333992,15.0680541131,3,27.9339,28.79877,26.13916,16.55058,12.44344
1239,185.005099855,15.0829721133,6,24.16286,24.3702,22.57932,23.94197,0.2697751
1240,185.011807417,15.0461468496,6,21.95738,20.95608,19.62569,18.31922,0.6886554
1241,185.012577826,15.0439643993,6,22.87519,20.58202,19.23895,18.33204,0.6315225
1242,185.011807812,15.0461590143,6,21.80614,20.90189,19.61419,18.30782,1.350263
1243,185.012278237,15.1699878918,6,24.53767,23.9316,22.83916,21.41536,0.6073489
1244,185.187136398,15.1642983493,3,24.25914,23.58997,22.18621,22.51277,-9999.0
1245,185.187075381,15.1083961111,3,20.73063,21.04721,19.69085,20.76675,26.58884
1246,185.187025221,15.0136062543,3,25.83087,22.9348,21.76477,21.90442,1.145931
1247,185.165278703,15.1918792779,6,24.0452,23.19362,21.60758,21.23964,0.5265445
1248,185.165062169,15.18214145,6,24.21581,23.45716,22.1975,21.57827,0.8412061
1249,185.012173527,15.1004753536,3,22.9791,23.22747,21.53932,20.71877,1.775623
1250,185.012257778,15.005723933,3,24.04781,22.88568,21.5608,21.72707,1.531592
1251,185.011695364,15.0137062003,6,24.17444,24.70791,22.74446,24.1388,-9999.0
1252,185.011615301,15.0644881721,3,24.5687,23.19599,22.41847,20.9787,2.277395
1253,185.197481119,15.0398410196,3,24.79263,24.8075,20.95453,20.01736,0.9110141
1254,185.006459989,15.0002464714,6,21.23457,20.30113,19.98345,19.86446,0.4627423
1255,185.043679094,15.079378758,3,23.40824,22.55402,21.85431,21.38951,1.821758
1256,185.156404387,15.0728212263,6,23.4004,22.3185,21.2954,19.93798,0.6101533
1257,185.156107717,15.0123867105,6,24.26056,22.77937,25.00924,25.59806,-9999.0
1258,185.123115093,15.0814444446,3,21.88119,22.03144,21.2816,21.0608,0.6270081
1259,185.123100223,15.1424859557,3,22.82236,22.25537,22.1991,21.81598,1.16302
1260,185.087881066,15.1102033301,3,22.88765,21.15465,20.01844,19.44988,1.14921
1261,185.087881168,15.1102018362,3,21.8603,20.67519,19.50413,18.93862,1.306816
1262,185.088313218,15.0861320649,3,21.50439,20.63653,19.65697,19.27909,1.657438
1263,185.044607272,15.1508493594,3,24.08721,22.37933,21.47229,21.50826,0.6868897
1264,185.043782367,15.0694912554,3,23.63649,22.51586,21.08796,20.67691,0.6310951
1265,185.043771097,15.0587006345,6,22.29023,21.45584,21.21991,21.08907,0.3725511
1266,185.006458025,15.000242795,6,21.17859,20.35062,19.95891,19.84875,0.6194732
1267,185.198393299,15.0942389287,6,21.99949,21.77019,21.3172,21.36606,0.7102265
1268,185.006974006,15.0627811345,3,22.37805,20.55379,19.23936,18.75914,2.02496
1269,185.156462191,15.1401307354,6,23.41984,25.21384,22.23324,22.02368,0.5020027
1270,185.043989653,15.1352301641,6,23.45756,26.16119,24.70001,24.73398,1.570465
1271,185.155987575,15.0353131841,6,25.51708,24.75363,25.1122,21.97661,0.4367022
1272,185.088254199,15.0604794803,6,25.08649,24.31554,24.01693,21.69008,0.4908137
1273,185.087563672,15.0445454253,3,25.71137,22.72078,21.63253,20.22263,2.098472
1274,185.08755056,15.0377124935,3,25.5723,23.27523,22.79827,21.09695,2.863896
1275,185.156443164,15.1314941422,3,23.22204,25.11769,22.41136,22.9386,0.8109179
1276,185.04409309,15.0494529478,3,12.36224,10.44858,9.947933,9.791677,2.834881
1277,185.044107867,15.0494593687,3,12.33613,10.46954,9.963629,9.79135,2.864789
1278,185.006979678,15.0627724028,3,22.01006,20.59156,19.23393,18.74901,1.795987
1279,185.006539702,15.0133049973,3,22.75875,24.01159,22.05341,25.11669,1.778922
1280,185.156335084,15.0727889956,6,25.41101,22.75274,21.61,20.47048,0.7471237
1281,185.155925153,15.0018428499,3,23.56045,22.60034,22.09257,22.16905,0.3944095
1282,185.156162129,15.1509058447,3,23.08978,22.35749,21.43977,20.96003,0.9166495
1283,185.087935615,15.1099294056,3,22.17446,20.93033,19.91754,19.27443,1.286255
1284,185.087935657,15.1099294685,3,21.59195,20.37931,19.39364,18.70046,2.500874
1285,185.088402514,15.0861526293,3,23.25989,20.62515,19.7657,19.47922,1.6143
1286,185.006458975,15.0002352816,6,21.33996,20.36021,19.96849,19.81922,0.6170126
1287,185.156641366,15.1406583485,6,25.05284,25.4156,23.09519,22.13273,0.5169358
1288,185.122895009,15.0948966637,3,25.53408,23.7964,22.38663,21.24237,0.8910612
1289,185.155880897,15.0019089742,3,24.51512,22.61279,21.63759,21.72326,1.243823
1290,185.155668163,15.1138960017,3,27.97224,26.69331,19.68057,19.28844,0.7951402
1291,185.044093184,15.0494529365,3,12.36045,10.4977,9.988004,9.841099,2.834006
1292,185.044107729,15.0494593717,3,12.337,10.47272,9.96683,9.792097,2.862851
1293,185.006469516,15.0002362948,6,21.15784,20.35235,19.96363,19.86325,0.6077176
1294,185.04382738,15.0586816619,6,23.20477,21.44868,21.19083,20.88128,0.8553486
1295,185.044118541,15.049458079,3,12.39428,10.50384,9.987826,9.841567,3.04318
1296,185.044118569,15.0494580726,3,12.38014,10.5029,9.985829,9.839273,3.06331
1297,185.044124445,15.049457487,3,12.40438,10.4895,9.97258,9.79934,3.074612
1298,185.044124501,15.0494574865,3,12.40204,10.48861,9.972077,9.79921,3.075524
1299,185.155986074,15.0018191896,3,23.28127,22.98872,22.32876,22.03728,0.9135452
1300,185.156142449,15.1509000939,3,22.56901,22.33099,21.11423,20.56175,0.9689815
1301,185.155718546,15.1138402016,3,23.14452,23.96754,21.46207,21.14664,0.6205047
1302,185.087585239,15.0376761329,6,24.75508,23.82639,22.77287,21.38627,0.6610003
1303,185.087660981,15.0446857916,3,25.1076,23.93332,21.81971,20.4549,1.038963
1304,185.123158533,15.1691803018,3,23.28105,22.69916,22.01183,21.43905,1.192247
1305,185.123071619,15.1424761535,6,24.49519,23.11959,22.27004,22.80042,0.5777382
1306,185.123122927,15.0814348751,3,22.31558,21.983,21.22404,20.70086,0.884481
1307,185.122524179,15.1828593969,3,25.01375,22.87882,23.89807,23.4091,2.941751
1308,185.122189295,15.0567410866,6,23.98011,23.15663,25.26061,25.4926,-9999.0
1309,185.121950431,15.0201193139,3,24.11388,22.63745,22.29545,22.16412,1.049388
1310,185.044666127,15.1508714644,3,22.8437,22.29652,21.5234,21.64401,0.4857774
1311,185.04365054,15.0793110739,3,25.15303,22.78007,21.91254,21.10459,1.368551
1312,185.043801888,15.0695214153,3,22.90095,22.37075,21.03989,20.50371,0.8388548
1313,185.006961278,15.0628023146,3,21.87806,20.11507,18.8604,18.29145,2.089499
1314,185.197520779,15.0397812788,3,25.94781,23.18549,21.45271,20.46318,0.6176209
1315,185.122778087,15.0914389226,6,23.56361,24.58206,24.53912,22.93803,0.7128842
1316,185.179969098,15.0826870354,3,26.17698,25.06566,21.86254,21.07129,0.9957416
1317,185.179883962,15.0484516214,3,23.38066,24.10575,23.44755,21.12832,2.285792
1318,185.093557785,15.0067830001,3,22.70092,23.11334,21.89582,21.30913,0.5955419
1319,185.056786968,15.1338630717,3,22.08396,22.59873,22.05131,21.42575,0.3412892
1320,185.056184042,15.0658937123,3,23.14093,21.92539,20.95301,20.63283,0.7895708
1321,185.056450384,15.1940900887,6,23.29379,21.92398,20.31906,19.38835,1.105396
1322,185.05672244,15.1951341431,6,20.4385,18.22574,17.13649,16.72031,0.7078407
1323,185.056722028,15.1951344733,6,20.38456,18.21942,17.12376,16.70055,0.7117271
1324,185.056733104,15.1951332346,6,20.35487,18.21883,17.12265,16.70095,0.7114438
1325,185.056766154,15.0517814389,6,25.47206,23.25545,22.44485,24.74018,-9999.0
1326,185.129952328,15.0996877754,6,21.97268,25.88011,25.30246,23.95869,0.3990358
1327,185.129729418,15.0975506882,3,21.8373,20.66097,20.16748,19.84949,0.9199549
1328,185.056645173,15.0003661663,3,24.06025,23.16102,22.46865,21.62624,0.7393157
1329,185.0935982,15.006750645,3,24.58119,23.15603,21.89399,21.17868,0.9177552
1330,185.017666589,15.0825173465,3,25.59248,23.55511,21.6694,25.87009,-9999.0
1331,185.129534274,15.1791019664,6,25.51781,22.55552,21.36229,19.68567,0.5996196
1332,185.129534274,15.1791019664,6,25.51873,22.55371,21.36016,19.68385,0.5995126
1333,185.129716903,15.0975997249,3,21.72705,20.68364,20.17794,19.80114,0.7825818
1334,185.129716903,15.0975997276,3,21.71741,20.68362,20.17791,19.7989,0.7813237
1335,185.056760236,15.1337667234,3,23.99665,22.66983,22.1138,21.89586,0.09295037
1336,185.056147954,15.0658939388,3,22.46567,22.17734,20.99719,20.56647,0.8520784
1337,185.017820018,15.1347808109,6,22.73217,22.9713,22.27589,22.77919,-9999.0
1338,185.017599245,15.115781699,3,24.29411,25.81387,22.07721,22.47978,0.9054639
1339,185.017598616,15.1999207274,6,22.55134,22.62829,22.05097,22.17598,0.9830661
1340,185.017912528,15.1347758401,6,23.6672,22.82765,22.24544,23.2621,1.786901
1341,185.017833121,15.1989176609,6,24.52686,24.6126,22.44212,23.68444,3.632593
1342,185.017615965,15.199955138,6,22.51263,22.48441,22.04488,21.83509,0.5482941
1343,185.017613143,15.1999451251,6,22.35512,22.1488,21.7049,21.54696,0.5181209
1344,185.017439967,15.1477307559,3,22.94739,23.04809,22.2825,22.45455,1.024703
1345,185.129426046,15.1595188788,3,21.14972,26.07298,26.18834,26.05631,-9999.0
1346,185.179618326,15.1107943626,3,26.74429,21.6177,20.5593,19.46889,2.403056
1347,185.179658023,15.0351330806,6,23.33685,20.45454,19.64395,19.28695,0.5797136
1348,185.179665815,15.0351246417,6,22.26283,20.4122,19.58349,19.31064,0.7715635
1349,185.130186958,15.161590603,3,22.4736,22.71531,22.11322,21.57563,1.011619
1350,185.056582101,15.000287913,3,23.19467,24.27553,22.77459,21.27319,1.800543
1351,185.056779768,15.0284701396,3,24.33411,25.11991,22.68975,21.46365,0.5008811
1352,185.056453061,15.1940544168,6,22.25342,21.82234,20.31791,19.49569,0.6142815
1353,185.056706655,15.1951279009,6,20.4467,18.19277,17.12105,16.71854,0.6066724
1354,185.056706694,15.1951274187,6,20.39482,18.18316,17.11206,16.70777,0.6091994
1355,185.056726473,15.1951346404,6,20.33819,18.17842,17.11047,16.70209,0.6139193
1356,185.01757219,15.1084033065,3,22.41966,23.04866,22.58344,21.33351,0.897029
1357,185.129551549,15.1790910919,6,24.41612,22.33019,21.20234,19.69826,0.862345
1358,185.093194437,15.1278090729,6,23.05902,22.25649,21.42813,21.33338,0.7861894
1359,185.093996688,15.1289508827,3,23.05821,20.80687,19.5925,19.06525,0.900195
1360,185.093998082,15.1289475989,3,22.7523,20.56976,19.37794,18.87758,0.9741869
1361,185.180268229,15.191082809,3,24.69436,24.39883,22.43642,21.82217,1.245162
1362,185.180319057,15.1886960982,3,24.80904,22.35991,21.59156,20.96519,1.203587
1363,185.180319057,15.1886960974,3,21.38062,22.35898,21.59076,20.96501,1.203056
1364,185.180387261,15.1995534464,3,21.31225,21.15969,20.18642,19.75665,1.246969
1365,185.180387163,15.1995534363,3,21.30513,21.14536,20.16976,19.73735,3.981997
1366,185.179797243,15.1375114365,6,23.42126,26.63684,26.94019,21.86678,0.3814882
1367,185.180458796,15.1838840532,3,22.50982,21.49716,20.66763,20.42263,3.775053
1368,185.180284414,15.1886985415,3,22.06355,22.00105,21.22322,20.80232,0.5270984
1369,185.180159504,15.1911597153,3,23.04922,23.02397,21.92349,21.60623,0.7823656
1370,185.180284414,15.1886985411,3,22.07876,22.00052,21.2229,20.80232,0.5021507
1371,185.180385579,15.1995073291,3,21.59752,21.08006,20.05051,19.65267,1.202422
1372,185.180385539,15.1995073051,3,21.5631,21.05277,20.01655,19.61645,1.258048
1373,185.1300903,15.0538497653,3,21.38045,25.63755,24.65242,25.89001,-9999.0
1374,185.129951988,15.0996900928,6,21.83577,25.9143,25.32569,24.18635,-9999.0
1375,185.129731382,15.0975548912,3,21.74486,20.653,20.1446,19.84881,0.9133704
1376,185.180305652,15.1483704038,3,25.13382,25.85901,22.00356,24.29667,-9999.0
1377,185.179851833,15.137548585,6,24.61515,24.65986,23.80975,21.66985,0.5869313
1378,185.179276116,15.1412098028,6,24.06439,27.11374,23.96679,24.29595,-9999.0
1379,185.129822403,15.0352319196,3,22.5111,23.34988,22.55728,21.36899,0.8927313
1380,185.093138997,15.127821637,6,23.17565,22.34867,21.61653,21.73701,0.5185575
1381,185.093950375,15.1289764943,3,22.49051,20.91087,19.55311,19.03105,0.858227
1382,185.093953139,15.1289759125,3,22.29818,20.77061,19.41796,18.88756,0.8192782
1383,185.094088739,15.1026477847,3,24.61785,22.23245,21.63502,21.40011,1.276612
1384,185.093115352,15.0949638549,6,24.40304,23.04029,25.30972,23.4273,0.5999418
1385,185.093748106,15.1241223356,6,19.58636,18.64243,18.32182,18.2253,0.623525
1386,185.093768736,15.1241301538,6,19.56442,18.63742,18.31564,18.21874,0.6289393
1387,185.056139865,15.0549531899,3,24.38402,24.46201,22.8496,23.83632,0.3029383
1388,185.129433377,15.1595111346,3,21.3143,25.68946,25.99685,25.69408,-9999.0
1389,185.056824739,15.028514649,3,25.51318,23.86944,23.25956,21.51129,0.5854015
1390,185.056419868,15.1148202993,3,21.68865,24.68227,22.41316,20.86612,1.665226
1391,185.05596091,15.0214399856,6,23.43449,24.37598,25.69493,21.89336,0.4876775
1392,185.09342086,15.038687671,3,22.55386,22.68362,21.53811,23.35861,-9999.0
1393,185.09356107,15.0067496924,3,22.94879,22.41641,21.12885,20.69257,1.747476
1394,185.056082237,15.0872399496,6,25.30303,24.53344,22.53008,23.60555,0.9555423
1395,185.093343024,15.159539561,6,23.37502,23.22646,23.13848,24.12525,-9999.0
1396,185.093247512,15.0584306629,6,23.59816,22.9517,23.63643,23.89342,-9999.0
1397,185.093783636,15.1241059638,6,19.53112,18.60781,18.32775,18.21097,0.7422703
1398,185.093791105,15.1241055839,6,19.52049,18.60404,18.31789,18.20651,0.7440364
1399,185.130182522,15.1615870765,3,22.58342,22.62692,22.05898,21.55767,1.011605
1400,185.129552371,15.1790968951,6,24.82906,22.30897,21.19913,19.69952,0.8715948
1401,185.093069936,15.1570977025,3,22.67269,24.05013,22.69218,21.35106,2.072077
1402,185.179837062,15.0230996871,3,23.06271,23.27236,23.22306,20.80361,1.603392
1403,185.179786381,15.0484400386,6,23.43578,24.28207,22.87707,21.87294,0.5065066
1404,185.129808249,15.0352489899,3,22.29811,23.33596,22.5345,21.34034,1.218787
1405,185.179669643,15.1107022208,3,19.41718,19.34476,18.32137,17.39804,-9999.0
1406,185.130072992,15.0538304059,3,21.32796,25.49339,24.7468,26.19917,-9999.0
1407,185.199267258,15.0182927788,3,25.67643,22.60981,21.88232,21.52447,2.070833
1408,185.19906257,15.152204886,6,25.0812,23.876,23.55813,21.66908,0.6852595
1409,185.19947535,15.1879787163,6,25.90874,24.12197,22.50887,22.01204,0.6274682
1410,185.198460643,15.013491775,3,24.64386,23.77277,22.30671,21.65094,1.203336
1411,185.199427283,15.1291641618,6,23.41535,21.11164,20.70407,20.51525,0.6339071
1412,185.19937631,15.0458733017,6,22.01458,20.2035,18.71495,17.9386,0.5996659
1413,185.153519788,15.1975683173,6,23.51592,25.60324,25.00233,21.84834,0.392969
1414,185.153595897,15.1257098108,3,26.27597,24.47831,22.87306,23.61817,0.6321778
1415,185.153896158,15.1416150633,6,25.70838,24.13021,22.11674,21.67943,0.661009
1416,185.153508724,15.1287058129,3,24.07005,22.87181,22.85201,22.42411,0.5265753
1417,185.198437346,15.0942151649,3,21.78285,21.54028,21.34831,21.36879,1.144992
1418,185.153883314,15.1415035639,6,24.86316,23.20414,22.27247,22.81857,0.4496908
1419,185.153129647,15.192495919,3,21.19463,24.9009,25.92222,25.07318,-9999.0
1420,185.039914806,15.110086384,3,25.36049,23.5085,24.19779,25.20419,-9999.0
1421,185.082451349,15.0183626705,6,25.97362,25.56607,25.41608,21.88093,0.1604157
1422,185.039056635,15.149729781,3,25.53367,23.21008,22.83261,21.21632,0.8006363
1423,185.118145995,15.0038798033,3,23.05269,23.25819,21.97775,21.18466,0.8023903
1424,185.117041061,15.0215610363,3,21.89037,21.36722,20.15215,19.75768,1.08619
1425,185.117041061,15.0215610363,3,21.83749,21.36722,20.15215,19.75768,1.08619
1426,185.082420649,15.0547572592,6,25.13886,22.74986,23.06519,22.76628,-9999.0
1427,185.082278579,15.0255953282,3,21.76686,22.03026,23.12506,22.81079,0.1823073
1428,185.153200052,15.1300033495,3,23.49384,24.63944,22.42001,23.87383,1.173328
1429,185.153240969,15.1327789756,3,25.12649,25.5202,22.33076,22.68784,0.8724356
1430,185.153399305,15.1286028056,3,24.52522,24.94238,22.24719,22.1604,0.8614041
1431,185.001324668,15.0230883685,3,23.59195,23.09671,22.36379,21.40459,0.9197923
1432,185.001393322,15.1888822235,3,23.98113,22.49151,21.6245,20.63111,1.299999
1433,185.153281688,15.1218776998,3,22.30493,21.22237,19.62613,19.17875,1.141272
1434,185.153088959,15.0099331767,3,23.25483,22.57394,21.81225,22.86812,0.4908459
1435,185.082527379,15.0594674358,3,24.98707,24.20096,22.10354,23.75461,1.794325
1436,185.039206213,15.1496673274,3,26.43866,24.50274,21.92992,21.54081,1.003469
1437,185.11712135,15.14103714,3,23.03894,21.84639,21.24917,20.50282,0.9442816
1438,185.117089237,15.0215640775,3,22.56901,21.12323,20.23118,19.78827,1.753495
1439,185.039971747,15.0131224271,3,24.65216,22.6928,25.1413,23.59014,1.389206
1440,185.039979944,15.1562112665,3,21.97266,21.14575,20.13274,19.66539,1.11448
1441,185.002065635,15.0911791849,3,24.60762,22.80335,22.68894,22.5006,0.5691119
1442,185.001369605,15.0231424351,6,24.08366,23.05269,22.54193,21.61728,0.5669529
1443,185.001369605,15.0231424351,6,24.45612,23.05269,22.54193,21.61728,0.5669529
1444,185.001228994,15.0955337488,6,25.43899,23.21532,25.56181,24.02518,-9999.0
1445,185.001360312,15.1888763972,3,22.51478,21.7257,21.26303,20.48885,1.110911
1446,185.001770998,15.1516888789,3,21.21962,19.7576,19.15395,18.84263,2.182739
1447,185.039069346,15.1419106997,3,20.19625,23.05378,23.9147,24.95528,-9999.0
1448,185.039358161,15.1394185861,3,24.14993,21.59318,20.64421,20.35992,1.167968
1449,185.039157342,15.1426004829,3,20.37066,18.69685,17.6209,17.1394,2.968293
1450,185.039157269,15.1426000921,3,19.52397,18.59529,17.5386,17.0689,3.158314
1451,185.082582867,15.1220187919,6,20.56732,19.62348,19.21279,19.04062,0.7158139
1452,185.082589918,15.12201829,6,20.54191,19.61474,19.20131,19.03496,0.715821
1453,185.039744574,15.0569010732,3,23.51789,23.6165,25.00668,24.27987,0.2477806
1454,185.039442312,15.0484745535,3,24.45137,24.66822,18.66637,17.07611,6.340509
1455,185.199291641,15.1092817516,3,19.83172,18.72743,18.27188,17.97588,1.612232
1456,185.117449111,15.1824034516,3,23.57965,22.34482,22.72014,23.46018,-9999.0
1457,185.001144345,15.0125165744,3,22.41213,21.99298,22.34708,26.32079,4.045512
1458,185.001801752,15.1516997706,3,21.07676,19.86691,19.21073,18.9858,1.847906
1459,185.001407308,15.1976270126,3,24.23372,24.89341,24.69591,21.92523,0.5013131
1460,185.118219998,15.0038449516,3,24.77501,23.73877,22.09225,21.3934,0.8261833
1461,185.117703247,15.1391281479,3,24.49473,23.02396,22.11584,22.3595,-9999.0
1462,185.199358545,15.0458660005,6,22.41599,20.20096,18.72673,17.95098,0.5926638
1463,185.199440049,15.1291547354,6,22.13434,21.07964,20.78843,20.66311,0.742313
1464,185.199382802,15.0458643418,6,22.6355,20.17156,18.69858,17.93589,0.7269624
1465,185.199393094,15.0458669296,6,22.5525,20.17248,18.70042,17.936,0.7267022
1466,185.199320853,15.1092998943,3,19.75357,18.68246,18.24078,17.93305,1.750414
1467,185.03984154,15.0949393864,6,24.44316,23.02965,23.83308,25.02365,-9999.0
1468,185.039964535,15.156224141,3,22.31211,21.36976,20.27991,19.80333,1.000896
1469,185.039361686,15.1393982155,3,24.62679,21.5254,20.72512,20.46982,1.273641
1470,185.039123984,15.1438762338,6,25.50625,22.74568,22.50136,22.05441,0.5136005
1471,185.039168382,15.1426108971,3,19.87486,18.61111,17.59205,17.1974,2.572272
1472,185.039168381,15.1426108949,3,19.81174,18.51926,17.51613,17.12326,2.848411
1473,185.082554047,15.1220159184,6,20.77039,19.64122,19.20597,19.0571,0.6023613
1474,185.001768447,15.1161977626,3,23.11852,23.32138,22.61355,21.46595,0.6556504
1475,185.002075216,15.0913875844,3,26.26322,23.16043,21.66419,22.36924,0.4742743
1476,185.153328729,15.0244400912,6,24.73959,23.36867,22.58311,22.42374,0.4164886
1477,185.117335013,15.0994974559,3,23.45567,22.77318,21.95165,22.19475,0.549714
1478,185.199010489,15.1828704293,3,23.45855,23.3656,22.49409,22.00458,0.5205441
1479,185.198681043,15.0135896991,6,23.50122,23.8072,21.91573,21.46553,0.6886203
1480,185.153034153,15.1077572435,3,22.61962,22.72023,21.61562,21.31302,1.489487
1481,185.153254316,15.1218751531,3,23.91447,22.04262,20.1658,19.52319,0.8373042
1482,185.001464545,15.0719243187,3,23.471,22.80902,22.58365,22.88601,0.2516945
1483,185.117563626,15.1063357438,6,24.45759,24.452,25.05922,25.1106,-9999.0
1484,185.00175136,15.1161419148,3,24.0319,23.38918,22.16982,22.11223,1.398125
1485,185.190252235,15.0092455269,6,25.19821,25.36677,23.89539,22.19547,0.3184267
1486,185.191193999,15.1341970266,3,22.17308,23.34453,22.08446,22.61289,0.192732
1487,185.078954648,15.0399136949,3,24.23026,22.16885,21.58076,21.15441,0.9017067
1488,185.078499242,15.0678375202,3,22.7122,23.13809,21.67979,22.26523,0.8810527
1489,185.079048069,15.0662456031,3,23.3321,22.06581,20.88506,20.20744,1.719934
1490,185.07905232,15.0662544839,3,23.17253,21.97771,20.75519,20.12038,2.674868
1491,185.079491023,15.1151020028,6,21.56907,20.92268,20.64014,20.48328,0.7859603
1492,185.115121487,15.0687595848,6,24.46062,21.50748,20.75533,20.76789,0.7556263
1493,185.078388082,15.0619626876,3,24.87438,23.83807,24.20207,22.5867,0.9064868
1494,185.149873048,15.0129848058,6,23.20925,21.90424,20.58174,19.79432,0.5467012
1495,185.004543457,15.006483372,6,24.71579,24.38547,22.35433,21.89569,0.3884008
1496,185.041624766,15.0023292758,6,23.33273,23.7674,24.68288,22.61782,0.3365103
1497,185.042131766,15.0013830079,3,24.55822,23.89024,23.24045,22.06714,1.1584
1498,185.041682231,15.0029418548,6,21.99483,21.14231,20.90082,20.83991,0.4910066
1499,185.041682761,15.0029412978,6,21.98823,21.13797,20.89682,20.83535,0.5437768
1500,185.114998692,15.0825225297,6,24.93058,25.87323,22.3662,25.35139,-9999.0
1501,185.079472426,15.0054803087,3,22.91814,21.98436,21.52143,21.55763,1.661433
1502,185.079225476,15.1643126347,3,24.61548,22.75289,22.53176,23.12191,-9999.0
1503,185.079438926,15.1150909053,6,22.02688,20.9169,20.57281,20.3326,0.7087318
1504,185.078980039,15.0399477925,3,22.30213,22.26633,21.9139,21.5035,1.027037
1505,185.079108344,15.0662623866,3,22.46514,22.07915,20.98815,20.56704,1.54936
1506,185.079108345,15.0662623881,3,22.45721,22.08426,20.99481,20.57245,1.618836
1507,185.042226009,15.0662958327,3,22.7215,21.89681,21.28918,21.44589,-9999.0
1508,185.041838041,15.001409954,3,23.65511,25.07699,23.15028,21.88688,0.7288201
1509,185.041683963,15.0029364413,3,22.39034,21.05293,20.74038,20.58787,0.6677723
1510,185.041683964,15.0029364414,3,22.66668,21.05233,20.73965,20.58701,0.6667659
1511,185.041412178,15.0278755496,3,24.86461,22.1619,20.92784,20.7112,-9999.0
1512,185.041412178,15.0278755496,3,24.57697,22.1619,20.92784,20.7112,-9999.0
1513,185.115071432,15.1509312828,6,24.90126,23.05733,23.6332,22.78472,-9999.0
1514,185.190888643,15.037034599,3,23.8532,22.7476,22.00447,20.91486,1.171292
1515,185.190457896,15.0123415731,6,25.23678,22.88511,24.85573,22.58218,0.5083923
1516,185.190489742,15.0967859352,6,22.05925,21.24764,20.75939,20.46641,0.5908748
1517,185.150230007,15.1351473755,3,22.89172,22.31146,20.41574,20.21435,-9999.0
1518,185.041366223,15.0196269022,3,24.15526,23.1309,22.70667,21.6965,0.712779
1519,185.149866451,15.0158297316,6,22.39486,23.55112,22.65559,21.71713,0.4110554
1520,185.041313365,15.1047991259,3,23.70859,22.96764,22.4484,21.37189,0.6931243
1521,185.115905773,15.1758372239,3,22.75251,23.72569,22.02628,21.96651,0.7901741
1522,185.115074796,15.0785505282,6,22.47484,22.22624,22.23639,23.23477,0.1771525
1523,185.115293075,15.1223311094,6,24.89278,23.02691,25.01438,23.28338,0.4080749
1524,185.191117865,15.1528869006,3,24.48609,24.65094,21.87303,24.6987,-9999.0
1525,185.150225596,15.1351012051,6,24.45015,23.62068,21.62189,21.05602,0.5957548
1526,185.190910458,15.0369211687,3,23.14932,22.28785,21.43487,20.47559,1.275084
1527,185.150040153,15.1398685362,3,22.98555,23.96383,21.72278,22.41098,0.3004022
1528,185.11501786,15.0785891284,6,22.48607,21.86644,22.10481,23.35795,0.02956831
1529,185.004623587,15.1977181917,3,25.54475,25.32848,26.02918,-9999.0,0.9951051
1530,185.149464546,15.1304101375,6,24.87173,24.61197,22.73105,23.24669,1.088692
1531,185.004494428,15.0064084047,6,25.47791,24.31839,22.23394,21.50584,1.234569
1532,185.004656266,15.0124442592,6,25.18404,22.98322,25.71537,23.64781,1.525056
1533,185.004163891,15.0702443673,3,21.96679,21.45571,20.6067,20.31006,0.9966126
1534,185.004163891,15.0702443673,3,21.96701,21.45577,20.60677,20.31012,0.99698
1535,185.00370648,15.0751951477,3,24.33656,22.43352,21.73768,20.90545,0.9586021
1536,185.004421692,15.1939362693,3,22.31329,21.22036,20.17232,19.75962,1.169389
1537,185.041245744,15.1047173273,6,22.84824,23.14284,22.30315,21.85226,0.6276039
1538,185.004140197,15.070237891,3,22.37529,21.46243,20.44877,20.08145,1.103811
1539,185.004612236,15.1254877817,6,23.06501,23.12429,23.04394,22.73108,1.587835
1540,185.004410619,15.1939716186,3,22.09336,21.21968,20.04108,19.58582,1.346763
1541,185.003725598,15.0752278088,3,22.6979,22.81589,21.71547,21.24474,0.9799359
1542,185.149930701,15.0157891797,6,23.84715,24.42226,22.43797,22.00433,0.8017522
1543,185.149886462,15.0129465863,6,23.54856,23.23868,20.59859,19.90596,0.7449529
1544,185.149453741,15.1926722083,3,23.55525,23.80265,22.34054,21.70044,0.8774714
1545,185.191126355,15.095444595,3,23.86174,23.03826,24.95422,25.39956,-9999.0
1546,185.190502058,15.09677576,6,22.59677,21.22314,20.74214,20.48559,0.8136319
1547,185.190502058,15.09677576,6,22.66789,21.22309,20.74218,20.4856,0.8136342
1548,185.191148973,15.1341365845,3,26.27598,22.77119,21.99136,22.60768,-9999.0
1549,185.042164727,15.0662659658,3,22.73623,21.98661,21.01958,21.01028,0.5151696
1550,185.041371717,15.0278663892,3,22.34057,22.40908,20.96858,20.74942,0.9319808
1551,185.042085103,15.0013587791,3,25.62706,25.01324,22.94512,21.55572,0.6888136
1552,185.041677297,15.0029518362,6,22.11796,21.14805,20.81818,20.7007,0.8599199
1553,185.041677297,15.0029518362,6,22.11791,21.14802,20.81814,20.70061,0.8594497
1554,185.11495906,15.0889405666,6,23.96264,23.27341,22.58689,23.87197,0.5067242
1555,185.115895958,15.0702644592,3,24.46083,22.67838,21.22065,20.86379,0.6506533
